path,vendor,element_type,dims,expected_bytes,actual_bytes,consistent
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Cirrus/TRAIN019/oct.mhd,Cirrus,MET_UCHAR,"[512, 1024, 128]",67108864,67108864,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Cirrus/TRAIN020/oct.mhd,Cirrus,MET_UCHAR,"[512, 1024, 128]",67108864,67108864,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Cirrus/TRAIN021/oct.mhd,Cirrus,MET_UCHAR,"[512, 1024, 128]",67108864,67108864,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Cirrus/TRAIN022/oct.mhd,Cirrus,MET_UCHAR,"[512, 1024, 128]",67108864,67108864,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Cirrus/TRAIN023/oct.mhd,Cirrus,MET_UCHAR,"[512, 1024, 128]",67108864,67108864,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Cirrus/TRAIN024/oct.mhd,Cirrus,MET_UCHAR,"[512, 1024, 128]",67108864,67108864,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN025/oct.mhd,Spectralis,MET_USHORT,"[512, 496, 49]",24887296,24887296,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN026/oct.mhd,Spectralis,MET_USHORT,"[512, 496, 49]",24887296,24887296,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN027/oct.mhd,Spectralis,MET_USHORT,"[512, 496, 49]",24887296,24887296,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN028/oct.mhd,Spectralis,MET_USHORT,"[512, 496, 49]",24887296,24887296,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN029/oct.mhd,Spectralis,MET_USHORT,"[512, 496, 49]",24887296,24887296,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN030/oct.mhd,Spectralis,MET_USHORT,"[512, 496, 49]",24887296,24887296,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN031/oct.mhd,Spectralis,MET_USHORT,"[512, 496, 49]",24887296,24887296,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN032/oct.mhd,Spectralis,MET_USHORT,"[512, 496, 49]",24887296,24887296,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN033/oct.mhd,Spectralis,MET_USHORT,"[512, 496, 49]",24887296,24887296,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN034/oct.mhd,Spectralis,MET_USHORT,"[512, 496, 49]",24887296,24887296,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN035/oct.mhd,Spectralis,MET_USHORT,"[512, 496, 49]",24887296,24887296,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN036/oct.mhd,Spectralis,MET_USHORT,"[512, 496, 49]",24887296,24887296,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN037/oct.mhd,Spectralis,MET_USHORT,"[512, 496, 49]",24887296,24887296,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN038/oct.mhd,Spectralis,MET_USHORT,"[512, 496, 49]",24887296,24887296,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN039/oct.mhd,Spectralis,MET_USHORT,"[512, 496, 49]",24887296,24887296,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN040/oct.mhd,Spectralis,MET_USHORT,"[512, 496, 49]",24887296,24887296,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN041/oct.mhd,Spectralis,MET_USHORT,"[512, 496, 49]",24887296,24887296,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN042/oct.mhd,Spectralis,MET_USHORT,"[512, 496, 49]",24887296,24887296,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN043/oct.mhd,Spectralis,MET_USHORT,"[512, 496, 49]",24887296,24887296,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN044/oct.mhd,Spectralis,MET_USHORT,"[512, 496, 49]",24887296,24887296,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN045/oct.mhd,Spectralis,MET_USHORT,"[512, 496, 49]",24887296,24887296,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN046/oct.mhd,Spectralis,MET_USHORT,"[512, 496, 49]",24887296,24887296,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN047/oct.mhd,Spectralis,MET_USHORT,"[512, 496, 49]",24887296,24887296,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN048/oct.mhd,Spectralis,MET_USHORT,"[512, 496, 49]",24887296,24887296,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN049/oct.mhd,Topcon,MET_UCHAR,"[512, 650, 128]",42598400,42598400,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN050/oct.mhd,Topcon,MET_UCHAR,"[512, 885, 128]",57999360,57999360,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN051/oct.mhd,Topcon,MET_UCHAR,"[512, 885, 128]",57999360,57999360,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN052/oct.mhd,Topcon,MET_UCHAR,"[512, 885, 128]",57999360,57999360,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN053/oct.mhd,Topcon,MET_UCHAR,"[512, 650, 128]",42598400,42598400,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN054/oct.mhd,Topcon,MET_UCHAR,"[512, 885, 128]",57999360,57999360,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN055/oct.mhd,Topcon,MET_UCHAR,"[512, 650, 128]",42598400,42598400,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN056/oct.mhd,Topcon,MET_UCHAR,"[512, 885, 64]",28999680,28999680,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN057/oct.mhd,Topcon,MET_UCHAR,"[512, 650, 128]",42598400,42598400,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN058/oct.mhd,Topcon,MET_UCHAR,"[512, 650, 128]",42598400,42598400,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN059/oct.mhd,Topcon,MET_UCHAR,"[512, 885, 128]",57999360,57999360,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN060/oct.mhd,Topcon,MET_UCHAR,"[512, 650, 128]",42598400,42598400,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN061/oct.mhd,Topcon,MET_UCHAR,"[512, 650, 128]",42598400,42598400,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN062/oct.mhd,Topcon,MET_UCHAR,"[512, 885, 64]",28999680,28999680,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN063/oct.mhd,Topcon,MET_UCHAR,"[512, 650, 128]",42598400,42598400,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN064/oct.mhd,Topcon,MET_UCHAR,"[512, 650, 128]",42598400,42598400,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN065/oct.mhd,Topcon,MET_UCHAR,"[512, 885, 128]",57999360,57999360,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN066/oct.mhd,Topcon,MET_UCHAR,"[512, 885, 128]",57999360,57999360,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN067/oct.mhd,Topcon,MET_UCHAR,"[512, 885, 128]",57999360,57999360,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN068/oct.mhd,Topcon,MET_UCHAR,"[512, 885, 128]",57999360,57999360,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN069/oct.mhd,Topcon,MET_UCHAR,"[512, 650, 128]",42598400,42598400,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN070/oct.mhd,Topcon,MET_UCHAR,"[512, 885, 128]",57999360,57999360,True
