path,volume_id,slice_index,vendor,set,true_label,true_label_name,known_diseased,dataset,predicted_class,predicted_class_name,softmax_confidence,mutual_info,ood_cosine,ood_maha_combined,cp_setsize,s_condition2,defer_condition2,s_condition3,defer_condition3,s_condition4,defer_condition4,s_condition5,defer_condition5,defer_B2,accept_condition1
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-103044-4.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,0.99999976,2.6907699e-05,0.6475673,-0.18147303,1,-2.4019537,False,-4.372823,False,-7.266301,False,-5.2086525,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-103044-5.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,0.99997735,0.00011130341,0.29680708,0.69569623,1,10.655067,True,-4.3528767,False,-7.266301,False,0.5376229,True,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-103044-6.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,3.626394e-08,0.90242076,-0.15833417,1,-10.900518,False,-4.379174,False,-7.266301,False,-8.23094,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-103044-7.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,1.5015689e-06,0.71150935,0.4331602,1,-3.6231594,False,-4.378828,False,-7.266301,False,-4.911006,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-103044-8.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,6.2859675e-05,0.6492555,0.81572074,1,-0.96625996,False,-4.364326,False,-7.266301,False,-3.490517,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-103044-9.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,1.3544727e-06,0.81785846,-0.08045961,1,-7.952609,False,-4.3788624,False,-7.266301,False,-7.080409,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-1083927-1.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,0.99999917,2.3683271e-05,0.6585566,0.22331043,1,-2.1641796,False,-4.3735857,False,-7.266301,False,-4.6372814,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-1112835-1.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,1.8719857e-07,0.8325442,0.1679859,1,-8.072549,False,-4.3791385,False,-7.266301,False,-6.8249187,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-1112835-2.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,9.949218e-09,0.8577633,0.43359667,1,-8.519487,False,-4.3791804,False,-7.266301,False,-6.6658826,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-1130960-1.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,1.3601067e-08,0.892842,-0.20856288,1,-10.654959,False,-4.3791795,False,-7.266301,False,-8.203294,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-1131664-1.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,7.945357e-08,0.83604103,0.31886086,1,-7.9638596,False,-4.3791637,False,-7.266301,False,-6.6046133,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-1136126-1.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,1.1863307e-08,0.79098725,-0.17322448,1,-7.191703,False,-4.37918,False,-7.266301,False,-6.9193316,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-1177084-1.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,8.1871804e-08,0.6568192,-0.28289384,1,-2.8635027,False,-4.3791637,False,-7.266301,False,-5.499606,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-1188386-1.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,7.075278e-10,0.8067013,-0.6130148,1,-8.375963,False,-4.379183,False,-7.266301,False,-7.8725047,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-1188386-2.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,0.000105735264,0.77948695,-0.5919035,1,-7.433161,False,-4.3541927,False,-7.266301,False,-7.4950147,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-1188386-3.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,4.8656403e-08,0.8092315,-0.18714675,1,-7.8234043,False,-4.3791714,False,-7.266301,False,-7.16251,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-1188386-4.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,1.01642925e-08,0.8668964,-0.4654273,1,-10.170607,False,-4.3791804,False,-7.266301,False,-8.3384285,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-1260317-1.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,8.2046654e-08,0.8838423,-1.2458467,1,-11.905836,False,-4.3791637,False,-7.266301,False,-9.89855,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-1290410-1.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,1.6652768e-09,0.8892457,0.14482485,1,-10.005728,False,-4.3791823,False,-7.266301,False,-7.545777,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-1290410-2.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,1.7204638e-09,0.7532465,-0.33633113,1,-6.172115,False,-4.3791823,False,-7.266301,False,-6.749899,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-1290410-3.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,1.2137825e-08,0.892279,-0.09689231,1,-10.469002,False,-4.37918,False,-7.266301,False,-8.002401,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-1305450-1.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,1.967203e-08,0.80329096,-0.047887426,1,-7.4161077,False,-4.379178,False,-7.266301,False,-6.8491135,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-1305450-2.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,0.9999958,0.006052021,0.6372251,-0.6725097,1,-2.7904663,False,-2.9488034,False,-7.266301,False,-5.1321845,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-1305450-3.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,0.9999976,0.0002744911,0.5101239,0.4739271,1,3.180779,True,-4.3143077,False,-7.266301,False,-2.386455,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-1305450-4.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,6.245392e-08,0.90692246,-0.62357926,1,-11.74745,False,-4.379168,False,-7.266301,False,-9.093782,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-137351-1.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,3.2972662e-07,0.86226815,-0.48066163,1,-10.038437,False,-4.3791046,False,-7.266301,False,-8.309319,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-1415351-1.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,4.618244e-05,0.6334918,-0.13629621,1,-1.8630655,False,-4.368268,False,-7.266301,False,-4.9585924,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-154835-1.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,1.3385467e-08,0.85724086,0.19115123,1,-8.864795,False,-4.3791795,False,-7.266301,False,-7.081095,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-154835-2.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,9.807579e-09,0.83445144,-0.63832647,1,-9.34299,False,-4.3791804,False,-7.266301,False,-8.249582,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-163081-1.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,6.450884e-10,0.8496841,-0.75100785,1,-10.021641,False,-4.379183,False,-7.266301,False,-8.628309,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-163081-10.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,6.5384393e-06,0.8821072,-0.38878885,1,-10.565222,False,-4.3776374,False,-7.266301,False,-8.386892,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-163081-2.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,1.487058e-09,0.8883205,0.43935618,1,-9.534007,False,-4.3791823,False,-7.266301,False,-7.0226393,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-163081-3.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,7.9361584e-10,0.915717,-0.1856776,1,-11.38663,False,-4.379183,False,-7.266301,False,-8.438071,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-163081-4.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,4.5474486e-09,0.717574,-0.06324077,1,-4.569045,False,-4.379182,False,-7.266301,False,-5.8469753,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-163081-5.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,2.2367663e-10,0.88550484,-0.2673995,1,-10.497335,False,-4.379183,False,-7.266301,False,-8.217516,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-163081-6.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,2.5304672e-08,0.80377716,0.30986476,1,-6.8970394,False,-4.379177,False,-7.266301,False,-6.2330074,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-163081-7.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,5.817249e-09,0.8872865,-0.6234072,1,-11.0897255,False,-4.3791814,False,-7.266301,False,-8.857807,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-163081-8.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,3.4918712e-10,0.8343371,-1.7038817,1,-10.9336815,False,-4.379183,False,-7.266301,False,-10.100645,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-163081-9.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,9.191477e-06,0.64967155,-0.23443744,1,-2.5516682,False,-4.3770103,False,-7.266301,False,-5.3283563,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-1632795-1.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,1.042923e-10,0.9148685,0.064624615,1,-10.983662,False,-4.379183,False,-7.266301,False,-7.9927444,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-1641792-1.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,5.6554154e-07,0.83738196,-0.81956196,1,-9.7123165,False,-4.3790493,False,-7.266301,False,-8.599754,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-1641792-2.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,7.0850376e-08,0.76785624,0.20063299,1,-5.8577657,False,-4.379166,False,-7.266301,False,-5.9917507,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-1699976-1.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,1.6402808e-09,0.8320205,0.37266093,1,-7.7487345,False,-4.3791823,False,-7.266301,False,-6.462837,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-1699976-2.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,8.3322493e-07,0.9041866,0.057686213,1,-10.636387,False,-4.378986,False,-7.266301,False,-7.876484,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-1699976-3.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,5.3026106e-06,0.801292,-0.17549485,1,-7.5401316,False,-4.3779297,False,-7.266301,False,-7.046255,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-1699976-4.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,2.1472289e-08,0.80600256,0.4819618,1,-6.714022,False,-4.379178,False,-7.266301,False,-5.9605336,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-1699976-5.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,7.8582025e-07,0.77209055,0.54423225,1,-5.485373,False,-4.378997,False,-7.266301,False,-5.445142,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-1704482-1.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,4.6440607e-10,0.8846409,-1.0301462,1,-11.609797,False,-4.379183,False,-7.266301,False,-9.533157,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-172472-1.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,0.99999976,2.3813518e-06,0.5958827,0.5859931,1,0.47703838,True,-4.37862,False,-7.266301,False,-3.2573657,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-172472-10.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,1.699875e-11,0.8704052,0.09548375,1,-9.448732,False,-4.379183,False,-7.266301,False,-7.4054193,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-172472-11.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,5.2592816e-07,0.8311739,0.12672772,1,-8.088407,False,-4.3790584,False,-7.266301,False,-6.880152,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-172472-2.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,1.2842293e-08,0.904211,-0.42318293,1,-11.356785,False,-4.37918,False,-7.266301,False,-8.712862,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-172472-3.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,1.6601781e-08,0.8947428,0.5005888,1,-9.6574135,False,-4.379179,False,-7.266301,False,-6.993271,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-172472-4.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,5.042555e-09,0.845873,0.26088178,1,-8.379822,False,-4.379182,False,-7.266301,False,-6.8234277,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-172472-5.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,1.2279647e-06,0.70175695,0.68414295,1,-2.9210467,False,-4.3788924,False,-7.266301,False,-4.357662,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-172472-6.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,2.3938647e-09,0.8742134,0.47989333,1,-9.001003,False,-4.3791823,False,-7.266301,False,-6.7828436,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-172472-7.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,2.4152348e-07,0.8911145,0.1699328,1,-10.030727,False,-4.3791256,False,-7.266301,False,-7.5245256,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-172472-8.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,1.8199095e-11,0.8443205,0.1599391,1,-8.478891,False,-4.379183,False,-7.266301,False,-6.9802794,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-172472-9.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,4.3001123e-09,0.77806073,0.32222396,1,-6.0174885,False,-4.379182,False,-7.266301,False,-5.9028587,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-1730592-1.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,1.8126695e-11,0.8327411,0.039951686,1,-8.270734,False,-4.379183,False,-7.266301,False,-7.0498905,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-1730592-2.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,2.9206404e-08,0.793239,0.06301025,1,-6.913591,False,-4.379176,False,-7.266301,False,-6.53567,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-1731375-1.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,1.3846488e-08,0.8737881,-1.1835555,1,-11.475981,False,-4.3791795,False,-7.266301,False,-9.66959,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-1731375-2.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,7.474523e-08,0.73526853,0.6532478,1,-4.0893383,False,-4.379165,False,-7.266301,False,-4.8137546,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-1731375-3.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,1.9206908e-07,0.8731958,-0.031807434,1,-9.732651,False,-4.3791375,False,-7.266301,False,-7.66018,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-1784116-1.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,6.110872e-08,0.7854032,0.34339333,1,-6.2316556,False,-4.3791685,False,-7.266301,False,-5.954178,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-1894770-1.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,2.1843516e-07,0.6828701,0.44613233,1,-2.6448274,False,-4.3791313,False,-7.266301,False,-4.5448785,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-1894770-2.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,0.00011383867,0.5104518,0.7830264,1,3.6323428,True,-4.3522773,False,-7.266301,False,-1.8745217,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-1980926-1.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,1.4008856e-09,0.9052173,0.44618344,1,-10.089541,False,-4.3791823,False,-7.266301,False,-7.2135763,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-198660-1.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,4.7698393e-08,0.8035214,0.030496374,1,-7.306528,False,-4.3791714,False,-7.266301,False,-6.7156076,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-1997439-1.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,2.98539e-06,0.8117769,-0.54741234,1,-8.447739,False,-4.378477,False,-7.266301,False,-7.8189783,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-1997439-2.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,2.0996708e-07,0.7235809,-0.054279737,1,-4.7567625,False,-4.379133,False,-7.266301,False,-5.903468,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-1997439-3.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,3.3375658e-10,0.9233615,-0.775767,1,-12.52561,False,-4.379183,False,-7.266301,False,-9.555677,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-1997439-4.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,2.436522e-09,0.84640795,-0.13994159,1,-8.997534,False,-4.3791823,False,-7.266301,False,-7.5266676,False,False,True
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/Paul_Mooney/OCT2017/test/CNV/CNV-1997439-5.jpeg,,,Kermany,test,0,CNV,True,Kermany-test,0,CNV,1.0,4.9407918e-06,0.88654864,0.2580559,1,-9.745982,False,-4.378015,False,-7.266301,False,-7.315896,False,False,True
