dataset,path,vendor,dims,dtype,data_exists,data_mb,class,volume_id,n_slices,slice_format,used_png_fallback,n_excluded_png,n_excluded_other,open_ok,slice_index_min,slice_index_max,slice_index_gap,width_mode,height_mode,dims_consistent,image0_present,image0_width,image0_height
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Cirrus/TRAIN017/oct.mhd,Cirrus,"[512, 1024, 128]",MET_UCHAR,True,64.0,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Cirrus/TRAIN017/reference.mhd,Cirrus,"[512, 1024, 128]",MET_UCHAR,True,64.0,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Cirrus/TRAIN018/oct.mhd,Cirrus,"[512, 1024, 128]",MET_UCHAR,True,64.0,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Cirrus/TRAIN018/reference.mhd,Cirrus,"[512, 1024, 128]",MET_UCHAR,True,64.0,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Cirrus/TRAIN019/oct.mhd,Cirrus,"[512, 1024, 128]",MET_UCHAR,True,64.0,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Cirrus/TRAIN019/reference.mhd,Cirrus,"[512, 1024, 128]",MET_UCHAR,True,64.0,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Cirrus/TRAIN020/oct.mhd,Cirrus,"[512, 1024, 128]",MET_UCHAR,True,64.0,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Cirrus/TRAIN020/reference.mhd,Cirrus,"[512, 1024, 128]",MET_UCHAR,True,64.0,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Cirrus/TRAIN021/oct.mhd,Cirrus,"[512, 1024, 128]",MET_UCHAR,True,64.0,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Cirrus/TRAIN021/reference.mhd,Cirrus,"[512, 1024, 128]",MET_UCHAR,True,64.0,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Cirrus/TRAIN022/oct.mhd,Cirrus,"[512, 1024, 128]",MET_UCHAR,True,64.0,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Cirrus/TRAIN022/reference.mhd,Cirrus,"[512, 1024, 128]",MET_UCHAR,True,64.0,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Cirrus/TRAIN023/oct.mhd,Cirrus,"[512, 1024, 128]",MET_UCHAR,True,64.0,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Cirrus/TRAIN023/reference.mhd,Cirrus,"[512, 1024, 128]",MET_UCHAR,True,64.0,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Cirrus/TRAIN024/oct.mhd,Cirrus,"[512, 1024, 128]",MET_UCHAR,True,64.0,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Cirrus/TRAIN024/reference.mhd,Cirrus,"[512, 1024, 128]",MET_UCHAR,True,64.0,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN025/oct.mhd,Spectralis,"[512, 496, 49]",MET_USHORT,True,23.73,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN025/reference.mhd,Spectralis,"[512, 496, 49]",MET_UCHAR,True,11.87,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN026/oct.mhd,Spectralis,"[512, 496, 49]",MET_USHORT,True,23.73,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN026/reference.mhd,Spectralis,"[512, 496, 49]",MET_UCHAR,True,11.87,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN027/oct.mhd,Spectralis,"[512, 496, 49]",MET_USHORT,True,23.73,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN027/reference.mhd,Spectralis,"[512, 496, 49]",MET_UCHAR,True,11.87,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN028/oct.mhd,Spectralis,"[512, 496, 49]",MET_USHORT,True,23.73,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN028/reference.mhd,Spectralis,"[512, 496, 49]",MET_UCHAR,True,11.87,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN029/oct.mhd,Spectralis,"[512, 496, 49]",MET_USHORT,True,23.73,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN029/reference.mhd,Spectralis,"[512, 496, 49]",MET_UCHAR,True,11.87,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN030/oct.mhd,Spectralis,"[512, 496, 49]",MET_USHORT,True,23.73,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN030/reference.mhd,Spectralis,"[512, 496, 49]",MET_UCHAR,True,11.87,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN031/oct.mhd,Spectralis,"[512, 496, 49]",MET_USHORT,True,23.73,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN031/reference.mhd,Spectralis,"[512, 496, 49]",MET_UCHAR,True,11.87,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN032/oct.mhd,Spectralis,"[512, 496, 49]",MET_USHORT,True,23.73,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN032/reference.mhd,Spectralis,"[512, 496, 49]",MET_UCHAR,True,11.87,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN033/oct.mhd,Spectralis,"[512, 496, 49]",MET_USHORT,True,23.73,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN033/reference.mhd,Spectralis,"[512, 496, 49]",MET_UCHAR,True,11.87,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN034/oct.mhd,Spectralis,"[512, 496, 49]",MET_USHORT,True,23.73,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN034/reference.mhd,Spectralis,"[512, 496, 49]",MET_UCHAR,True,11.87,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN035/oct.mhd,Spectralis,"[512, 496, 49]",MET_USHORT,True,23.73,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN035/reference.mhd,Spectralis,"[512, 496, 49]",MET_UCHAR,True,11.87,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN036/oct.mhd,Spectralis,"[512, 496, 49]",MET_USHORT,True,23.73,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN036/reference.mhd,Spectralis,"[512, 496, 49]",MET_UCHAR,True,11.87,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN037/oct.mhd,Spectralis,"[512, 496, 49]",MET_USHORT,True,23.73,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN037/reference.mhd,Spectralis,"[512, 496, 49]",MET_UCHAR,True,11.87,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN038/oct.mhd,Spectralis,"[512, 496, 49]",MET_USHORT,True,23.73,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN038/reference.mhd,Spectralis,"[512, 496, 49]",MET_UCHAR,True,11.87,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN039/oct.mhd,Spectralis,"[512, 496, 49]",MET_USHORT,True,23.73,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN039/reference.mhd,Spectralis,"[512, 496, 49]",MET_UCHAR,True,11.87,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN040/oct.mhd,Spectralis,"[512, 496, 49]",MET_USHORT,True,23.73,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN040/reference.mhd,Spectralis,"[512, 496, 49]",MET_UCHAR,True,11.87,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN041/oct.mhd,Spectralis,"[512, 496, 49]",MET_USHORT,True,23.73,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN041/reference.mhd,Spectralis,"[512, 496, 49]",MET_UCHAR,True,11.87,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN042/oct.mhd,Spectralis,"[512, 496, 49]",MET_USHORT,True,23.73,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN042/reference.mhd,Spectralis,"[512, 496, 49]",MET_UCHAR,True,11.87,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN043/oct.mhd,Spectralis,"[512, 496, 49]",MET_USHORT,True,23.73,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN043/reference.mhd,Spectralis,"[512, 496, 49]",MET_UCHAR,True,11.87,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN044/oct.mhd,Spectralis,"[512, 496, 49]",MET_USHORT,True,23.73,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN044/reference.mhd,Spectralis,"[512, 496, 49]",MET_UCHAR,True,11.87,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN045/oct.mhd,Spectralis,"[512, 496, 49]",MET_USHORT,True,23.73,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN045/reference.mhd,Spectralis,"[512, 496, 49]",MET_UCHAR,True,11.87,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN046/oct.mhd,Spectralis,"[512, 496, 49]",MET_USHORT,True,23.73,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN046/reference.mhd,Spectralis,"[512, 496, 49]",MET_UCHAR,True,11.87,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN047/oct.mhd,Spectralis,"[512, 496, 49]",MET_USHORT,True,23.73,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN047/reference.mhd,Spectralis,"[512, 496, 49]",MET_UCHAR,True,11.87,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN048/oct.mhd,Spectralis,"[512, 496, 49]",MET_USHORT,True,23.73,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN048/reference.mhd,Spectralis,"[512, 496, 49]",MET_UCHAR,True,11.87,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN049/oct.mhd,Topcon,"[512, 650, 128]",MET_UCHAR,True,40.62,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN049/reference.mhd,Topcon,"[512, 650, 128]",MET_UCHAR,True,40.62,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN050/oct.mhd,Topcon,"[512, 885, 128]",MET_UCHAR,True,55.31,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN050/reference.mhd,Topcon,"[512, 885, 128]",MET_UCHAR,True,55.31,,,,,,,,,,,,,,,,,
RETOUCH,RETOUCH/RETOUCH-TrainingSet-Topcon/TRAIN051/oct.mhd,Topcon,"[512, 885, 128]",MET_UCHAR,True,55.31,,,,,,,,,,,,,,,,,
