path,vendor,set,element_type,n_unique,gcd_nonzero,dtype,min,max,mean,std,p1,p5,p25,p50,p75,p95,p99,frac_at_max,frac_top_1pct
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TestSet-Spectralis/TEST016/oct.mhd,Spectralis,test,MET_USHORT,19960,1,uint16,0,65535,9271.147153873206,9250.790804717415,0.0,0.0,3523.0,6298.0,11622.0,28910.0,42610.0,5.022642877715602e-05,0.00014955421432685977
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TestSet-Spectralis/TEST017/oct.mhd,Spectralis,test,MET_USHORT,20021,1,uint16,0,65535,10121.96009980353,10608.782313680058,0.0,0.0,3404.0,6250.0,13304.0,32823.0,47673.0,9.338097638248848e-05,0.0002406046844140882
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TestSet-Spectralis/TEST018/oct.mhd,Spectralis,test,MET_USHORT,19966,1,uint16,0,65535,10062.98801758134,9695.004992314094,0.0,0.0,4144.0,7216.0,12377.0,31346.0,45863.0,6.477200255102041e-05,0.00018009188302337063
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TestSet-Spectralis/TEST019/oct.mhd,Spectralis,test,MET_USHORT,19923,1,uint16,0,65535,11602.699815922148,10814.730289788584,0.0,0.0,4895.0,8387.0,13541.0,35849.0,50887.0,7.77103306040158e-05,0.00021239752201283738
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TestSet-Spectralis/TEST020/oct.mhd,Spectralis,test,MET_USHORT,19930,1,uint16,0,65535,11853.404560222212,10530.094742743082,0.0,0.0,4940.0,9213.0,14924.0,34795.0,48355.0,5.352128250493746e-05,0.00018041333216754443
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TestSet-Spectralis/TEST021/oct.mhd,Spectralis,test,MET_USHORT,19979,1,uint16,0,65535,10812.083482833972,10804.007860807693,0.0,0.0,3885.0,7748.0,12993.0,34869.0,50646.0,6.115569967906518e-05,0.00019391419622284396
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TestSet-Spectralis/TEST022/oct.mhd,Spectralis,test,MET_USHORT,19932,1,uint16,0,65535,11311.56616757401,10791.16361403815,0.0,0.0,4096.0,7784.0,15434.0,34607.0,48493.0,7.690670774358131e-05,0.00021521020202435812
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TestSet-Spectralis/TEST023/oct.mhd,Spectralis,test,MET_USHORT,19891,1,uint16,0,65535,11358.753593640708,10669.803910506198,0.0,0.0,3959.0,8783.0,16199.0,32887.0,46352.0,4.644940133311389e-05,0.00015751008064516129
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TestSet-Spectralis/TEST024/oct.mhd,Spectralis,test,MET_USHORT,19986,1,uint16,0,65535,8961.65440552481,9163.813626624931,0.0,0.0,3184.0,5946.0,11511.0,27734.0,42241.0,5.480707908163265e-05,0.00014561646231073074
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TestSet-Spectralis/TEST025/oct.mhd,Spectralis,test,MET_USHORT,19972,1,uint16,0,65535,9638.111046937362,10553.173243541883,0.0,0.0,3247.0,5925.0,11666.0,32549.0,49765.0,7.063844943219224e-05,0.0002313630215190915
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TestSet-Spectralis/TEST026/oct.mhd,Spectralis,test,MET_USHORT,19947,1,uint16,0,65535,10568.724205233064,10073.298218054739,0.0,0.0,4152.0,7220.0,14449.0,31082.0,46950.0,0.00015180435833607637,0.000348691959142528
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TestSet-Spectralis/TEST027/oct.mhd,Spectralis,test,MET_USHORT,19994,1,uint16,0,65535,10914.468323758434,10214.378891089858,0.0,0.0,3910.0,7500.0,15252.0,32091.0,46408.0,3.656484014976958e-05,0.00010788636901333114
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TestSet-Spectralis/TEST028/oct.mhd,Spectralis,test,MET_USHORT,19970,1,uint16,0,65535,9621.451786405401,10400.655267274347,0.0,0.0,3418.0,6133.0,10922.0,31932.0,48951.0,5.53696150839368e-05,0.000166751743540158
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TestSet-Topcon/TEST029/oct.mhd,Topcon,test,MET_UCHAR,235,1,uint8,0,255,64.8223557466841,20.133556219170586,35.0,44.0,54.0,58.0,68.0,112.0,139.0,1.7241569562146893e-08,1.7241569562146893e-08
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TestSet-Topcon/TEST030/oct.mhd,Topcon,test,MET_UCHAR,222,1,uint8,0,245,67.97483498255411,21.556035696780615,36.0,45.0,55.0,60.0,75.0,115.0,141.0,3.178914388020833e-08,0.0
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TestSet-Topcon/TEST031/oct.mhd,Topcon,test,MET_UCHAR,240,1,uint8,0,255,65.87101531810006,19.050312889132737,37.0,46.0,55.0,60.0,70.0,108.0,135.0,3.4483139124293787e-08,5.1724708686440676e-08
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TestSet-Topcon/TEST032/oct.mhd,Topcon,test,MET_UCHAR,244,1,uint8,0,255,66.03557182947795,19.943481219689676,35.0,44.0,55.0,60.0,72.0,109.0,139.0,3.178914388020833e-08,3.178914388020833e-08
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TestSet-Topcon/TEST033/oct.mhd,Topcon,test,MET_UCHAR,221,1,uint8,0,255,64.97178637833245,18.496042541449746,37.0,45.0,55.0,60.0,69.0,105.0,136.0,1.7241569562146893e-08,1.7241569562146893e-08
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TestSet-Topcon/TEST034/oct.mhd,Topcon,test,MET_UCHAR,232,1,uint8,0,254,66.29429485083973,19.663100955070792,32.0,43.0,55.0,62.0,73.0,108.0,135.0,1.7241569562146893e-08,1.7241569562146893e-08
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TestSet-Topcon/TEST035/oct.mhd,Topcon,test,MET_UCHAR,234,1,uint8,0,255,65.74823179083356,18.995299019098344,37.0,46.0,55.0,60.0,70.0,107.0,137.0,3.4483139124293787e-08,3.4483139124293787e-08
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TestSet-Topcon/TEST036/oct.mhd,Topcon,test,MET_UCHAR,223,1,uint8,0,251,64.44550517453986,18.198377481634694,37.0,45.0,55.0,60.0,68.0,104.0,134.0,1.7241569562146893e-08,0.0
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TestSet-Topcon/TEST037/oct.mhd,Topcon,test,MET_UCHAR,236,1,uint8,0,254,67.39437150685801,21.647605806631535,32.0,43.0,55.0,62.0,73.0,115.0,142.0,1.7241569562146893e-08,1.7241569562146893e-08
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TestSet-Topcon/TEST038/oct.mhd,Topcon,test,MET_UCHAR,231,1,uint8,0,255,64.52379914192157,16.955064498553945,37.0,46.0,55.0,60.0,69.0,100.0,126.0,1.7241569562146893e-08,1.7241569562146893e-08
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TestSet-Topcon/TEST039/oct.mhd,Topcon,test,MET_UCHAR,236,1,uint8,0,255,66.46109500173795,19.01006047577342,37.0,46.0,56.0,61.0,71.0,108.0,136.0,1.7241569562146893e-08,1.7241569562146893e-08
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TestSet-Topcon/TEST040/oct.mhd,Topcon,test,MET_UCHAR,228,1,uint8,0,252,64.52186866173378,18.533934129920905,37.0,45.0,55.0,59.0,68.0,106.0,135.0,2.3475060096153846e-08,0.0
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TestSet-Topcon/TEST041/oct.mhd,Topcon,test,MET_UCHAR,232,1,uint8,0,255,66.42593392409847,19.919512505169198,38.0,46.0,56.0,60.0,70.0,111.0,140.0,1.7241569562146893e-08,3.4483139124293787e-08
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TestSet-Topcon/TEST042/oct.mhd,Topcon,test,MET_UCHAR,239,1,uint8,0,255,65.19814021183895,20.731086121074608,35.0,44.0,54.0,59.0,68.0,114.0,141.0,2.3475060096153846e-08,4.695012019230769e-08
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Cirrus/TRAIN001/oct.mhd,Cirrus,train,MET_UCHAR,209,1,uint8,0,218,39.51450625061989,27.901968231353568,0.0,7.0,22.0,31.0,49.0,100.0,130.0,1.4901161193847656e-08,0.0
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Cirrus/TRAIN002/oct.mhd,Cirrus,train,MET_UCHAR,203,1,uint8,0,220,34.50127153098583,24.97960782852914,0.0,6.0,19.0,28.0,42.0,89.0,123.0,1.4901161193847656e-08,0.0
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Cirrus/TRAIN003/oct.mhd,Cirrus,train,MET_UCHAR,207,1,uint8,0,209,36.24037355184555,25.67757005585185,0.0,2.0,20.0,30.0,46.0,90.0,124.0,1.4901161193847656e-08,0.0
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Cirrus/TRAIN004/oct.mhd,Cirrus,train,MET_UCHAR,198,1,uint8,0,197,38.715762943029404,22.958568401323173,0.0,9.0,24.0,33.0,48.0,86.0,113.0,1.4901161193847656e-08,0.0
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Cirrus/TRAIN005/oct.mhd,Cirrus,train,MET_UCHAR,179,1,uint8,0,181,33.26111723482609,18.300399526452182,0.0,7.0,22.0,31.0,42.0,67.0,94.0,1.4901161193847656e-08,0.0
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Cirrus/TRAIN006/oct.mhd,Cirrus,train,MET_UCHAR,200,1,uint8,0,203,35.492798179388046,23.64871164852868,0.0,5.0,21.0,30.0,45.0,84.0,116.0,1.4901161193847656e-08,0.0
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Cirrus/TRAIN007/oct.mhd,Cirrus,train,MET_UCHAR,211,1,uint8,0,219,34.39298814535141,22.95272657178398,0.0,6.0,20.0,29.0,42.0,83.0,115.0,1.4901161193847656e-08,0.0
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Cirrus/TRAIN008/oct.mhd,Cirrus,train,MET_UCHAR,224,1,uint8,0,232,37.77995607256889,27.294375130397757,0.0,8.0,21.0,30.0,45.0,99.0,130.0,1.4901161193847656e-08,0.0
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Cirrus/TRAIN009/oct.mhd,Cirrus,train,MET_UCHAR,193,1,uint8,0,194,35.19940020143986,20.723711285359467,0.0,8.0,23.0,31.0,43.0,77.0,105.0,1.4901161193847656e-08,0.0
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Cirrus/TRAIN010/oct.mhd,Cirrus,train,MET_UCHAR,212,1,uint8,0,214,36.02714802324772,26.11961274371775,0.0,1.0,20.0,29.0,45.0,91.0,128.0,2.9802322387695312e-08,0.0
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Cirrus/TRAIN011/oct.mhd,Cirrus,train,MET_UCHAR,190,1,uint8,0,197,36.237047493457794,22.135035326566395,0.0,4.0,23.0,32.0,45.0,81.0,108.0,1.4901161193847656e-08,0.0
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Cirrus/TRAIN012/oct.mhd,Cirrus,train,MET_UCHAR,198,1,uint8,0,202,34.84548623859882,20.19799020316543,0.0,9.0,22.0,31.0,43.0,75.0,106.0,1.4901161193847656e-08,0.0
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Cirrus/TRAIN013/oct.mhd,Cirrus,train,MET_UCHAR,175,1,uint8,0,178,32.4608059823513,17.23821262045483,0.0,8.0,22.0,30.0,41.0,64.0,88.0,1.4901161193847656e-08,0.0
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Cirrus/TRAIN014/oct.mhd,Cirrus,train,MET_UCHAR,210,1,uint8,0,210,35.25669075548649,22.388773594801503,0.0,8.0,22.0,30.0,43.0,82.0,116.0,1.4901161193847656e-08,0.0
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Cirrus/TRAIN015/oct.mhd,Cirrus,train,MET_UCHAR,192,1,uint8,0,191,29.89002676308155,21.4775075641493,0.0,4.0,16.0,25.0,37.0,75.0,107.0,1.4901161193847656e-08,0.0
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Cirrus/TRAIN016/oct.mhd,Cirrus,train,MET_UCHAR,215,1,uint8,0,220,38.29218529164791,29.166312332152327,0.0,0.0,21.0,30.0,48.0,102.0,136.0,1.4901161193847656e-08,0.0
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Cirrus/TRAIN017/oct.mhd,Cirrus,train,MET_UCHAR,191,1,uint8,0,199,35.48812587559223,20.641902445838742,0.0,9.0,23.0,31.0,44.0,77.0,107.0,1.4901161193847656e-08,0.0
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Cirrus/TRAIN018/oct.mhd,Cirrus,train,MET_UCHAR,219,1,uint8,0,222,40.73807615041733,30.562395893931615,0.0,6.0,22.0,31.0,51.0,108.0,143.0,1.4901161193847656e-08,0.0
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Cirrus/TRAIN019/oct.mhd,Cirrus,train,MET_UCHAR,201,1,uint8,0,203,35.53239941596985,24.978689654509687,0.0,0.0,20.0,30.0,46.0,87.0,117.0,1.4901161193847656e-08,0.0
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Cirrus/TRAIN020/oct.mhd,Cirrus,train,MET_UCHAR,172,1,uint8,0,193,35.93140321969986,17.940315602133616,0.0,9.0,25.0,34.0,45.0,69.0,90.0,1.4901161193847656e-08,0.0
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Cirrus/TRAIN021/oct.mhd,Cirrus,train,MET_UCHAR,200,1,uint8,0,210,35.49667201936245,20.79209970493791,0.0,9.0,23.0,32.0,43.0,76.0,111.0,1.4901161193847656e-08,0.0
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Cirrus/TRAIN022/oct.mhd,Cirrus,train,MET_UCHAR,220,1,uint8,0,226,41.789124086499214,29.103258944830298,0.0,9.0,24.0,33.0,51.0,107.0,137.0,1.4901161193847656e-08,0.0
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Cirrus/TRAIN023/oct.mhd,Cirrus,train,MET_UCHAR,200,1,uint8,0,202,34.16251361370087,19.958293128099545,0.0,7.0,22.0,31.0,42.0,72.0,105.0,1.4901161193847656e-08,0.0
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Cirrus/TRAIN024/oct.mhd,Cirrus,train,MET_UCHAR,201,1,uint8,0,221,36.98784130811691,18.817980740629395,0.0,11.0,26.0,34.0,45.0,72.0,100.0,1.4901161193847656e-08,0.0
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN025/oct.mhd,Spectralis,train,MET_USHORT,19928,1,uint16,0,65535,11516.787241972772,10148.026006870195,0.0,0.0,5477.0,8664.0,14127.0,33145.0,47422.0,0.00010310481299374589,0.00030521596239302173
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN026/oct.mhd,Spectralis,train,MET_USHORT,19918,1,uint16,0,65535,10974.326554479843,11042.94483690071,0.0,0.0,4188.0,7491.0,13692.0,34607.0,51417.0,8.156772033410138e-05,0.00028175017486833443
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN027/oct.mhd,Spectralis,train,MET_USHORT,19949,1,uint16,0,65535,10739.238012920327,10311.216091893839,0.0,0.0,4292.0,7843.0,13196.0,33337.0,48134.0,4.1788388742593814e-05,0.0001420001594387755
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN028/oct.mhd,Spectralis,train,MET_USHORT,19985,1,uint16,0,65535,10088.10232111998,9902.611982464003,0.0,0.0,3914.0,7257.0,12677.0,30988.0,47673.0,6.806685627880185e-05,0.00021995157690092167
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN029/oct.mhd,Spectralis,train,MET_USHORT,19959,1,uint16,0,65535,10284.06523914852,10107.107326654583,0.0,0.0,3780.0,6701.0,14023.0,31500.0,46487.0,7.095989857636603e-05,0.00021263860887096774
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN030/oct.mhd,Spectralis,train,MET_USHORT,19937,1,uint16,0,65535,10791.240124841204,9975.725778351707,0.0,0.0,4335.0,8147.0,14054.0,31540.0,46078.0,8.293387919684002e-05,0.00023947961240947991
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN031/oct.mhd,Spectralis,train,MET_USHORT,19985,1,uint16,0,65535,9877.001380543712,9462.417569322673,0.0,0.0,3965.0,6984.0,12405.0,29481.0,45268.0,8.430003805957867e-05,0.0002246929517774852
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN032/oct.mhd,Spectralis,train,MET_USHORT,19940,1,uint16,0,65535,10794.878341062042,10153.309011046225,0.0,0.0,4281.0,7841.0,13484.0,33739.0,47787.0,3.969896930546412e-05,0.00012689204966260698
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN033/oct.mhd,Spectralis,train,MET_USHORT,19984,1,uint16,0,65535,10274.623153435392,10503.375501289742,0.0,0.0,3655.0,6479.0,13797.0,32459.0,48562.0,7.674598317149441e-05,0.00024148866956056616
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN034/oct.mhd,Spectralis,train,MET_USHORT,19925,1,uint16,0,65535,10918.266829952117,11087.424312618781,0.0,0.0,3853.0,7435.0,14644.0,35092.0,51309.0,9.080938322909809e-05,0.0002787767702847268
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN035/oct.mhd,Spectralis,train,MET_USHORT,19884,1,uint16,0,65535,13203.72669469596,10799.649765530972,0.0,0.0,5800.0,10638.0,18161.0,34641.0,46896.0,7.78710551761027e-05,0.00021946940318466097
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN036/oct.mhd,Spectralis,train,MET_USHORT,19965,1,uint16,0,65535,9769.532850254202,10433.97395093049,0.0,0.0,3594.0,6513.0,11489.0,32768.0,50296.0,6.822758085088875e-05,0.00019270876193219224
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN037/oct.mhd,Spectralis,train,MET_USHORT,19938,1,uint16,0,65535,9231.489619924962,9289.089176314768,0.0,0.0,3838.0,6606.0,11006.0,29197.0,44931.0,0.00010366734899605003,0.0002203533883311389
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN038/oct.mhd,Spectralis,train,MET_USHORT,19868,1,uint16,0,65535,11508.164647296355,9940.083140468048,0.0,0.0,5394.0,9160.0,14550.0,32061.0,47295.0,7.883540260862409e-05,0.0002213177357636603
