path,raw_central9_mean,post_decode_mean,self_check_diff,raw_whole_volume_mean,central9_vs_whole_pct
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TestSet-Spectralis/TEST025/oct.mhd,9074.25218501484,35.30834348398297,-3.0776775162166814e-05,9638.111046937362,-5.85030468290459
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TestSet-Spectralis/TEST026/oct.mhd,9851.918527910786,38.33413838485663,-0.00017495331763228705,10568.724205233064,-6.782329289729732
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TestSet-Spectralis/TEST027/oct.mhd,11153.004217769938,43.39649509443604,-0.0004084766532130857,10914.468323758434,2.185501729775172
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TestSet-Spectralis/TEST028/oct.mhd,9136.750060378865,35.551332097754255,-0.00022455741642346538,9621.4517864054,-5.0377192214525515
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN025/oct.mhd,11407.897426372789,44.388820196992604,0.00011425779887730414,11516.787241972772,-0.9454877763403995
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN026/oct.mhd,10342.986167114695,40.244872171819,-0.00021019049498960385,10974.326554479843,-5.752885010583428
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN027/oct.mhd,9774.305103151602,38.032235750588036,-7.982587734289837e-05,10739.238012920328,-8.985115225194
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN028/oct.mhd,7781.633516920083,30.278795467909948,6.583008861227313e-05,10088.10232111998,-22.863257437141396
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN029/oct.mhd,10324.029215057264,40.17140378234207,8.38793955182382e-05,10284.06523914852,0.3886009567171211
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN030/oct.mhd,11421.324185497871,44.440661139812946,-0.00028899831107054297,10791.240124841204,5.838847559385015
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN031/oct.mhd,9611.591890068465,37.39929636746752,0.00010613373808610049,9877.001380543712,-2.6871464349297987
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN032/oct.mhd,12150.815707080254,47.27910392515121,-0.00033462379919058094,10794.878341062042,12.56093235308115
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN033/oct.mhd,10531.388621996808,40.97810784890233,-5.799544322115935e-05,10274.623153435392,2.4990256550242895
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN034/oct.mhd,10063.59307576935,39.15795067134297,9.601781840729018e-07,10918.266829952116,-7.827925141361602
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN035/oct.mhd,13059.739056549619,50.815809024277556,-0.0002962541256295026,13203.72669469596,-1.0905075625670348
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN036/oct.mhd,9939.01100907958,38.673428224406365,0.0002336365480744007,9769.532850254202,1.7347621572403975
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN037/oct.mhd,9438.59151685708,36.726208977374554,0.00017194680226140235,9231.489619924962,2.2434288014050874
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN038/oct.mhd,10682.88250798051,41.56763351604503,-2.7017779657967367e-06,11508.164647296357,-7.1712750434947266
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN039/oct.mhd,9436.247461025006,36.716957010248656,4.081948987533224e-05,9115.693920223392,3.5165018001587236
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN040/oct.mhd,9945.764060399866,38.69937757266465,-9.347947490567776e-05,10716.94032593979,-7.1958622711869715
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN041/oct.mhd,9637.456426148774,37.49979173667115,-3.871526960352867e-05,10251.157679805794,-5.9866531451952705
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN042/oct.mhd,9528.758467916947,37.07667065692204,-0.00021054119837771168,10182.126391472984,-6.416812151371448
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN043/oct.mhd,10901.970272159919,42.4199708781362,-0.00014691236932407037,10792.70390748758,1.0124095463837797
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN044/oct.mhd,12205.368333385837,47.49182435175851,0.00011877438171126187,11496.43453615853,6.166553595356654
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN045/oct.mhd,10630.947422260024,41.3656500266017,9.585438370862676e-05,10390.747685164351,2.311669423352696
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN046/oct.mhd,9964.750164073,38.77351800515233,0.0001710632340419238,10276.460659526852,-3.033247591571119
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN047/oct.mhd,11165.877100571937,43.446980356742834,-1.2252486492059234e-05,11587.153464884252,-3.635719209113993
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TrainingSet-Spectralis/TRAIN048/oct.mhd,9435.49163796483,36.71371405269937,-0.0002611922999662397,10021.53437480713,-5.847834422596384
